@relation winequalityN-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.ClassAssigner-Cfirst-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C13-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C14-Llast-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.ClassAssigner-Cfirst-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rfirst-last-precision6

@attribute type {white,red}
@attribute 'fixed acidity' {'\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\''}
@attribute 'volatile acidity' {'\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\''}
@attribute 'citric acid' {'\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\''}
@attribute 'residual sugar' {'\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\''}
@attribute chlorides {'\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\''}
@attribute 'free sulfur dioxide' {'\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\''}
@attribute 'total sulfur dioxide' {'\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\''}
@attribute density {'\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\''}
@attribute pH {'\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\''}
@attribute sulphates {'\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\''}
@attribute alcohol {'\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\''}

@data
white,'\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\''
red,'\'(-0.333333-0.333333]\'','\'(0.333333-inf)\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\''
white,'\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\''
red,'\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(0.333333-inf)\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(0.333333-inf)\''
white,'\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(0.333333-inf)\''
white,'\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\''
white,'\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(0.333333-inf)\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\''
red,'\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\''
white,'\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(0.333333-inf)\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\''
white,'\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\''
red,'\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\''
red,'\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\''
red,'\'(-0.333333-0.333333]\'','\'(0.333333-inf)\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\''
red,'\'(-0.333333-0.333333]\'','\'(0.333333-inf)\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\''
red,'\'(0.333333-inf)\'','\'(0.333333-inf)\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(0.333333-inf)\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\''
red,'\'(0.333333-inf)\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(0.333333-inf)\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(0.333333-inf)\'','\'(-0.333333-0.333333]\''
white,'\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(0.333333-inf)\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\''
red,'\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\''
white,'\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(0.333333-inf)\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\''
red,'\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(0.333333-inf)\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(0.333333-inf)\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(0.333333-inf)\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\''
red,'\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\''
red,'\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(0.333333-inf)\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\''
red,'\'(0.333333-inf)\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\''
white,'\'(0.333333-inf)\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\''
red,'\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\''
red,'\'(0.333333-inf)\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\''
red,'\'(0.333333-inf)\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\''
white,'\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(0.333333-inf)\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(0.333333-inf)\'','\'(-0.333333-0.333333]\''
red,'\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\'','\'(-0.333333-0.333333]\'','\'(-inf--0.333333]\'','\'(-0.333333-0.333333]\''
